cnpj;identificador_matriz_filial;razao_social;nome_fantasia;cnae_secundario;nm_cnae
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"9001901";"Produção teatral"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"9001904";"Produção de espetáculos circenses de marionetes e similares"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"9312300";"Clubes sociais esportivos e similares"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"9602501";"Cabeleireiros manicure e pedicure"
"28075024000129";"1";"CARUARU CITY SPORT CLUB LTDA";"CARUARU CITY SPORT CLUB";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"28075024000129";"1";"CARUARU CITY SPORT CLUB LTDA";"CARUARU CITY SPORT CLUB";"7319003";"Marketing direto"
"28075024000129";"1";"CARUARU CITY SPORT CLUB LTDA";"CARUARU CITY SPORT CLUB";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"28075024000129";"1";"CARUARU CITY SPORT CLUB LTDA";"CARUARU CITY SPORT CLUB";"8591100";"Ensino de esportes"
"28075024000129";"1";"CARUARU CITY SPORT CLUB LTDA";"CARUARU CITY SPORT CLUB";"9313100";"Atividades de condicionamento físico"
"28075024000129";"1";"CARUARU CITY SPORT CLUB LTDA";"CARUARU CITY SPORT CLUB";"9319101";"Produção e promoção de eventos esportivos"
"28165207000135";"1";"CLUBE DE NATACAO E REGATAS ALVARES CABRAL";"";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"28165207000135";"1";"CLUBE DE NATACAO E REGATAS ALVARES CABRAL";"";"8591100";"Ensino de esportes"
"28165207000135";"1";"CLUBE DE NATACAO E REGATAS ALVARES CABRAL";"";"9311500";"Gestão de instalações de esportes"
"28248697000133";"1";"CLUBE DE TIRO CENTRAL DAS ARMAS INDOOR LTDA";"CLUBE DE TIROS CENTRAL INDOOR";"8591100";"Ensino de esportes"
"28248697000133";"1";"CLUBE DE TIRO CENTRAL DAS ARMAS INDOOR LTDA";"CLUBE DE TIROS CENTRAL INDOOR";"8650003";"Atividades de psicologia e psicanálise"
"28248697000214";"2";"CLUBE DE TIRO CENTRAL DAS ARMAS INDOOR LTDA";"CLUBE DE TIRO CENTRAL INDOOR";"8591100";"Ensino de esportes"
"28248697000214";"2";"CLUBE DE TIRO CENTRAL DAS ARMAS INDOOR LTDA";"CLUBE DE TIRO CENTRAL INDOOR";"8650003";"Atividades de psicologia e psicanálise"
"28280511000123";"1";"ARENA'S BAR E CLUBE ESPORTIVO EIRELI";"ARENA'S BAR";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"28280511000123";"1";"ARENA'S BAR E CLUBE ESPORTIVO EIRELI";"ARENA'S BAR";"5611203";"Lanchonetes casas de chá de sucos e similares"
"28280511000123";"1";"ARENA'S BAR E CLUBE ESPORTIVO EIRELI";"ARENA'S BAR";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"28331923000145";"1";"DARK ANGEL MOTO CLUBE";"DARK ANGEL MOTO CLUBE";"9412099";"Outras atividades associativas profissionais"
"28381423000118";"1";"RICARDO TONICELO";"RAQUETINHA COLORIDA";"9311500";"Gestão de instalações de esportes"
"28381423000118";"1";"RICARDO TONICELO";"RAQUETINHA COLORIDA";"9312300";"Clubes sociais esportivos e similares"
"28381423000118";"1";"RICARDO TONICELO";"RAQUETINHA COLORIDA";"9313100";"Atividades de condicionamento físico"
"28381423000118";"1";"RICARDO TONICELO";"RAQUETINHA COLORIDA";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"28407590000190";"1";"ASSOCIACAO RECREATIVA DE FUTEBOL SOCIETY MASTER CLUBE DOS TRINTA AMIGOS DE MARABA";"ARC-30";"9319101";"Produção e promoção de eventos esportivos"
"28407590000190";"1";"ASSOCIACAO RECREATIVA DE FUTEBOL SOCIETY MASTER CLUBE DOS TRINTA AMIGOS DE MARABA";"ARC-30";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"28572360000187";"1";"BARRA TENIS CLUBE";"";"8230002";"Casas de festas e eventos"
"28572360000187";"1";"BARRA TENIS CLUBE";"";"9329801";"Discotecas danceterias salões de dança e similares"
"28960532000190";"1";"ASSOCIACAO ATLETICA BANCO DO BRASIL CAMPOS";"AABBC";"6810202";"Aluguel de imóveis próprios"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"4724500";"Comércio varejista de hortifrutigranjeiros"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"4729602";"Comércio varejista de mercadorias em lojas de conveniência"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"4763602";"Comércio varejista de artigos esportivos"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"5611203";"Lanchonetes casas de chá de sucos e similares"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"8591100";"Ensino de esportes"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"9311500";"Gestão de instalações de esportes"
"29071787000164";"1";"F A ARAUJO NOVELLO";"VILLAGE BEACH TENNIS";"9313100";"Atividades de condicionamento físico"
"29196318000171";"1";"SAO CRISTOVAO FUTEBOL CLUBE";"";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"29196318000171";"1";"SAO CRISTOVAO FUTEBOL CLUBE";"";"9329801";"Discotecas danceterias salões de dança e similares"
"29196318000171";"1";"SAO CRISTOVAO FUTEBOL CLUBE";"";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"29210376000102";"1";"CLUBE DE TIRO DESPORTIVO DO VALE DO ARARANGUA";"CTDVA";"8591100";"Ensino de esportes"
"29210376000102";"1";"CLUBE DE TIRO DESPORTIVO DO VALE DO ARARANGUA";"CTDVA";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"29444957000109";"1";"VOLTA REDONDA FUTEBOL CLUBE";"";"8550302";"Atividades de apoio à educação exceto caixas escolares"
"29444957000109";"1";"VOLTA REDONDA FUTEBOL CLUBE";"";"8800600";"Serviços de assistência social sem alojamento"
"29444957000109";"1";"VOLTA REDONDA FUTEBOL CLUBE";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"29609369000188";"1";"LIGA NAUTICA DE CAMPOS";"LIGA NAUTICA DE CAMPOS";"9312300";"Clubes sociais esportivos e similares"
"29609369000188";"1";"LIGA NAUTICA DE CAMPOS";"LIGA NAUTICA DE CAMPOS";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"29719943000150";"1";"POOL PARTY CLUBE EIRELI";"POOL PARTY CLUBE";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"29719943000150";"1";"POOL PARTY CLUBE EIRELI";"POOL PARTY CLUBE";"8230002";"Casas de festas e eventos"
"29719943000150";"1";"POOL PARTY CLUBE EIRELI";"POOL PARTY CLUBE";"9001902";"Produção musical"
"29719943000150";"1";"POOL PARTY CLUBE EIRELI";"POOL PARTY CLUBE";"9001906";"Atividades de sonorização e de iluminação"
"29719943000150";"1";"POOL PARTY CLUBE EIRELI";"POOL PARTY CLUBE";"9319101";"Produção e promoção de eventos esportivos"
"29719943000150";"1";"POOL PARTY CLUBE EIRELI";"POOL PARTY CLUBE";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"30025523000153";"1";"CENTRO DE TIRO E CACA BRASILIA LTDA";"CTB CLUBE DE TIRO BRASILIA";"8219999";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente"
"30025523000153";"1";"CENTRO DE TIRO E CACA BRASILIA LTDA";"CTB CLUBE DE TIRO BRASILIA";"8591100";"Ensino de esportes"
"30025523000153";"1";"CENTRO DE TIRO E CACA BRASILIA LTDA";"CTB CLUBE DE TIRO BRASILIA";"9319101";"Produção e promoção de eventos esportivos"
"30056295000189";"1";"CAMPING CLUBE TURISMO AGENCIA DE VIAGENS LTDA";"";"7912100";"Operadores turísticos"
"30056295000189";"1";"CAMPING CLUBE TURISMO AGENCIA DE VIAGENS LTDA";"";"7990200";"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
"30056295000502";"2";"CAMPING CLUBE TURISMO AGENCIA DE VIAGENS LTDA";"";"7912100";"Operadores turísticos"
"30056295000502";"2";"CAMPING CLUBE TURISMO AGENCIA DE VIAGENS LTDA";"";"7990200";"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
"30293357000176";"1";"ASSOCIACAO ESPORTIVA NOVA TERRA DE CRISTIANOPOLIS ESTADO DE GOIAS";"AENT - ASSOCIACAO ESPORTIVA NOVA TERRA";"8591100";"Ensino de esportes"
"30293357000176";"1";"ASSOCIACAO ESPORTIVA NOVA TERRA DE CRISTIANOPOLIS ESTADO DE GOIAS";"AENT - ASSOCIACAO ESPORTIVA NOVA TERRA";"9430800";"Atividades de associações de defesa de direitos sociais"
"30293357000176";"1";"ASSOCIACAO ESPORTIVA NOVA TERRA DE CRISTIANOPOLIS ESTADO DE GOIAS";"AENT - ASSOCIACAO ESPORTIVA NOVA TERRA";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"30547913000193";"1";"CLUBE DE XADREZ DE NOVA FRIBURGO";"";"4721104";"Comércio varejista de doces balas bombons e semelhantes"
"30547913000193";"1";"CLUBE DE XADREZ DE NOVA FRIBURGO";"";"4723700";"Comércio varejista de bebidas"
"30547913000193";"1";"CLUBE DE XADREZ DE NOVA FRIBURGO";"";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"31461767000141";"1";"CENTRO CULTURAL RECREATIVO RESENDENSE";"CCRR";"9313100";"Atividades de condicionamento físico"
"31461767000141";"1";"CENTRO CULTURAL RECREATIVO RESENDENSE";"CCRR";"9319101";"Produção e promoção de eventos esportivos"
"31461767000141";"1";"CENTRO CULTURAL RECREATIVO RESENDENSE";"CCRR";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"32091736000109";"1";"REAL NAVAL ESPORTE CLUBE";"REAL NAVAL ESPORTE CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"32500951000116";"1";"CLUBE DOS FUNCIONARIOS DA COMP SIDERURG NACIONAL";"";"5914600";"Atividades de exibição cinematográfica"
"32500951000116";"1";"CLUBE DOS FUNCIONARIOS DA COMP SIDERURG NACIONAL";"";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"32500951000116";"1";"CLUBE DOS FUNCIONARIOS DA COMP SIDERURG NACIONAL";"";"9102301";"Atividades de museus e de exploração de lugares e prédios históricos e atrações similares"
"32500951000116";"1";"CLUBE DOS FUNCIONARIOS DA COMP SIDERURG NACIONAL";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"32763467000180";"1";"M. FIGUEIREDO DA SILVA EVENTOS ESPORTIVOS";"4HAND";"9319101";"Produção e promoção de eventos esportivos"
"32945517000140";"1";"WINCHESTER ESCOLA DE TIRO LTDA";"";"4789009";"Comércio varejista de armas e munições"
"32945517000140";"1";"WINCHESTER ESCOLA DE TIRO LTDA";"";"8591100";"Ensino de esportes"
"32945517000140";"1";"WINCHESTER ESCOLA DE TIRO LTDA";"";"9319101";"Produção e promoção de eventos esportivos"
"32945517000140";"1";"WINCHESTER ESCOLA DE TIRO LTDA";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"33151317000269";"2";"CAMPO GRANDE PRAIA CLUBE";"";"8219999";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente"
"33181098000180";"1";"THIAGO SANTOS PARTICIPACOES LTDA";"THIAGO SANTOS PARTICIPACOES";"9311500";"Gestão de instalações de esportes"
"33181098000180";"1";"THIAGO SANTOS PARTICIPACOES LTDA";"THIAGO SANTOS PARTICIPACOES";"9312300";"Clubes sociais esportivos e similares"
"33181098000180";"1";"THIAGO SANTOS PARTICIPACOES LTDA";"THIAGO SANTOS PARTICIPACOES";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"33645466000101";"1";"ITANHANGA GOLF CLUB";"";"5611201";"Restaurantes e similares"
"33646654000146";"1";"IATE CLUBE DO RIO DE JANEIRO";"";"5611201";"Restaurantes e similares"
"33649575000199";"1";"CLUBE DE REGATAS DO FLAMENGO";"";"5821200";"Edição integrada à impressão de livros"
"33649575000199";"1";"CLUBE DE REGATAS DO FLAMENGO";"";"5911101";"Estúdios cinematográficos"
"33649575000199";"1";"CLUBE DE REGATAS DO FLAMENGO";"";"5914600";"Atividades de exibição cinematográfica"
"33649575000199";"1";"CLUBE DE REGATAS DO FLAMENGO";"";"8592999";"Ensino de arte e cultura não especificado anteriormente"
"33649575000199";"1";"CLUBE DE REGATAS DO FLAMENGO";"";"9102301";"Atividades de museus e de exploração de lugares e prédios históricos e atrações similares"
"33672205001659";"2";"CAMPING CLUBE DO BRASIL";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"33672205001659";"2";"CAMPING CLUBE DO BRASIL";"";"9499500";"Atividades associativas não especificadas anteriormente"
"33771643000198";"1";"CASA DO MINHO";"";"5211799";"Depósitos de mercadorias para terceiros exceto armazéns gerais e guarda-móveis"
"33771643000198";"1";"CASA DO MINHO";"";"5223100";"Estacionamento de veículos"
"33771643000198";"1";"CASA DO MINHO";"";"5611201";"Restaurantes e similares"
"33771643000198";"1";"CASA DO MINHO";"";"5620103";"Cantinas - serviços de alimentação privativos"
"33771643000198";"1";"CASA DO MINHO";"";"6810202";"Aluguel de imóveis próprios"
"33771643000198";"1";"CASA DO MINHO";"";"8800600";"Serviços de assistência social sem alojamento"
"33771643000198";"1";"CASA DO MINHO";"";"9101500";"Atividades de bibliotecas e arquivos"
"33771643000198";"1";"CASA DO MINHO";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"33771643000198";"1";"CASA DO MINHO";"";"9499500";"Atividades associativas não especificadas anteriormente"
"33773347000126";"1";"K RIBEIRO DE FREITAS LOPES";"SPEEDPADEL";"9312300";"Clubes sociais esportivos e similares"
"33791971000156";"1";"UMUARAMA GAVEA CLUBE";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"33808973000100";"1";"COLONIA DE FERIAS DOS EMPREGADOS DA LIGHT";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"5611203";"Lanchonetes casas de chá de sucos e similares"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"8630503";"Atividade médica ambulatorial restrita a consultas"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"8630504";"Atividade odontológica"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"8650004";"Atividades de fisioterapia"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"8650006";"Atividades de fonoaudiologia"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"9313100";"Atividades de condicionamento físico"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"9319101";"Produção e promoção de eventos esportivos"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"9602501";"Cabeleireiros manicure e pedicure"
"33878430000160";"1";"ASSOCIACAO DOS SERVIDORES PUBLICOS - CLUB MUNICIPAL";"";"9609205";"Atividades de sauna e banhos"
"33899128000198";"1";"LUIZ FILIPE SILVA BASSO EIRELI";"ENGENHO";"4723700";"Comércio varejista de bebidas"
"33899128000198";"1";"LUIZ FILIPE SILVA BASSO EIRELI";"ENGENHO";"5611205";"Bares e outros estabelecimentos especializados em servir bebidas com entretenimento"
"33899128000198";"1";"LUIZ FILIPE SILVA BASSO EIRELI";"ENGENHO";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"33899128000198";"1";"LUIZ FILIPE SILVA BASSO EIRELI";"ENGENHO";"8230002";"Casas de festas e eventos"
"34117366000167";"1";"COMITE OLIMPICO BRASILEIRO";"";"6810202";"Aluguel de imóveis próprios"
"34117366000167";"1";"COMITE OLIMPICO BRASILEIRO";"";"7312200";"Agenciamento de espaços para publicidade exceto em veículos de comunicação"
"34117366000167";"1";"COMITE OLIMPICO BRASILEIRO";"";"7740300";"Gestão de ativos intangíveis não financeiros"
"34117366000167";"1";"COMITE OLIMPICO BRASILEIRO";"";"9311500";"Gestão de instalações de esportes"
"34117366000167";"1";"COMITE OLIMPICO BRASILEIRO";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"34117366000400";"2";"COMITE OLIMPICO BRASILEIRO";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"34117366000590";"2";"COMITE OLIMPICO BRASILEIRO";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"34117366001309";"2";"COMITE OLIMPICO BRASILEIRO";"COB";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"34166603000180";"1";"FEDERACAO DE VELA DO ESTADO DO RIO DE JANEIRO";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"34169060000235";"2";"CONFEDERACAO BRASILEIRA DE VELA E MOTOR";"FEDERACAO BRASILEIRA DE VELA E MOTOR";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"34169060000235";"2";"CONFEDERACAO BRASILEIRA DE VELA E MOTOR";"FEDERACAO BRASILEIRA DE VELA E MOTOR";"9499500";"Atividades associativas não especificadas anteriormente"
"34434225000178";"1";"UNIAO ESPORTE CLUBE";"U E C";"9319101";"Produção e promoção de eventos esportivos"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"7312200";"Agenciamento de espaços para publicidade exceto em veículos de comunicação"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"7319099";"Outras atividades de publicidade não especificadas anteriormente"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"7739003";"Aluguel de palcos coberturas e outras estruturas de uso temporário exceto andaimes"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8591100";"Ensino de esportes"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8592901";"Ensino de dança"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8592902";"Ensino de artes cênicas exceto dança"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8592903";"Ensino de música"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8592999";"Ensino de arte e cultura não especificado anteriormente"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8593700";"Ensino de idiomas"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"8599699";"Outras atividades de ensino não especificadas anteriormente"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"9001901";"Produção teatral"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"9001904";"Produção de espetáculos circenses de marionetes e similares"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"9312300";"Clubes sociais esportivos e similares"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"34733011000100";"1";"MUNDI EVENTOS ESPORTIVOS LTDA";"";"9602501";"Cabeleireiros manicure e pedicure"
"35061138000185";"1";"ASSOCIACAO DE CRIADORES AMADORES DE PASSAROS DE IUNA - ACAPI";"ACAPI";"9499500";"Atividades associativas não especificadas anteriormente"
