cnpj;identificador_matriz_filial;razao_social;nome_fantasia;cnae_secundario;nm_cnae
"17238672000132";"1";"ASSOCIACAO ESPORTIVA E CULTURAL COM AMIGOS";"CEA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"17241878000111";"1";"CRUZEIRO ESPORTE CLUBE";"";"8211300";"Serviços combinados de escritório e apoio administrativo"
"17241878000200";"2";"CRUZEIRO ESPORTE CLUBE";"SEDE CAMPESTRE";"9001901";"Produção teatral"
"17241878000200";"2";"CRUZEIRO ESPORTE CLUBE";"SEDE CAMPESTRE";"9001902";"Produção musical"
"17297516000495";"2";"AMERICA FUTEBOL CLUBE";"";"5590699";"Outros alojamentos não especificados anteriormente"
"17323521000182";"1";"FEDERACAO DE CORFEBOL DO ESTADO DO RIO DE JANEIRO";"FEDERACAO DE CORFEBOL DO ESTADO DO RIO DE JANEIRO";"9319101";"Produção e promoção de eventos esportivos"
"17337895000157";"1";"ESCOLINHA NOVA TAVORA ESPORTE CLUBE";"ENTEC";"9312300";"Clubes sociais esportivos e similares"
"17337895000157";"1";"ESCOLINHA NOVA TAVORA ESPORTE CLUBE";"ENTEC";"9319101";"Produção e promoção de eventos esportivos"
"17348532000117";"1";"ASSOCIACAO DE DAMAS SEMPRE UNIDAS";"DAMAS SEMPRE UNIDAS";"9609299";"Outras atividades de serviços pessoais não especificadas anteriormente"
"17359194000119";"1";"CLUBE ATLETICO MARIALVA UNIFAFC LTDA";"UNIFAFC";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"17359194000119";"1";"CLUBE ATLETICO MARIALVA UNIFAFC LTDA";"UNIFAFC";"8591100";"Ensino de esportes"
"17359194000119";"1";"CLUBE ATLETICO MARIALVA UNIFAFC LTDA";"UNIFAFC";"9311500";"Gestão de instalações de esportes"
"17359194000119";"1";"CLUBE ATLETICO MARIALVA UNIFAFC LTDA";"UNIFAFC";"9319101";"Produção e promoção de eventos esportivos"
"17359194000119";"1";"CLUBE ATLETICO MARIALVA UNIFAFC LTDA";"UNIFAFC";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"17364559000101";"1";"ACQUATICA PARQUE & NAUTICA CACONDE LTDA.";"ACQUATICA PARQUE E NAUTICA CACONDE";"5590699";"Outros alojamentos não especificados anteriormente"
"17364559000101";"1";"ACQUATICA PARQUE & NAUTICA CACONDE LTDA.";"ACQUATICA PARQUE E NAUTICA CACONDE";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"17418971000159";"1";"SANTA RITA COUNTRY CLUBE";"";"8650004";"Atividades de fisioterapia"
"17418971000230";"2";"SANTA RITA COUNTRY CLUBE";"";"8650004";"Atividades de fisioterapia"
"17440920000123";"1";"ASSOCIACAO ESPORTIVA BOA ESPERANCA";"";"8599699";"Outras atividades de ensino não especificadas anteriormente"
"17440920000123";"1";"ASSOCIACAO ESPORTIVA BOA ESPERANCA";"";"8800600";"Serviços de assistência social sem alojamento"
"17440920000123";"1";"ASSOCIACAO ESPORTIVA BOA ESPERANCA";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"17442484000121";"1";"CLUBE LIBANES DE BELO HORIZONTE";"";"8230002";"Casas de festas e eventos"
"17471279000194";"1";"CLUBE ESPORTIVO DE ARTES MARCIAIS E BEM ESTAR LTDA";"ACADEMIA MAXIMMA FITNESS";"9312300";"Clubes sociais esportivos e similares"
"17471279000194";"1";"CLUBE ESPORTIVO DE ARTES MARCIAIS E BEM ESTAR LTDA";"ACADEMIA MAXIMMA FITNESS";"9313100";"Atividades de condicionamento físico"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"2511000";"Fabricação de estruturas metálicas"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"4120400";"Construção de edifícios"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"4211102";"Pintura para sinalização em pistas rodoviárias e aeroportos"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"4213800";"Obras de urbanização - ruas praças e calçadas"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"4321500";"Instalação e manutenção elétrica"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"4322302";"Instalação e manutenção de sistemas centrais de ar condicionado de ventilação e refrigeração"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"4723700";"Comércio varejista de bebidas"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"8230002";"Casas de festas e eventos"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"9001901";"Produção teatral"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"9001902";"Produção musical"
"17541342000111";"1";"BARROS E LOPES COMERCIO E SERVICOS LTDA";"PARQUE CLUBE 50";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"17581448000149";"1";"ASSOCIACAO ATLETICA AIURUOCA";"";"5611203";"Lanchonetes casas de chá de sucos e similares"
"17581448000149";"1";"ASSOCIACAO ATLETICA AIURUOCA";"";"8591100";"Ensino de esportes"
"17581448000149";"1";"ASSOCIACAO ATLETICA AIURUOCA";"";"9311500";"Gestão de instalações de esportes"
"17610444000141";"1";"CTCPN- CLUBE DE TIRO E CACA PORTO NACIONAL LTDA";"CTCPN";"0151202";"Criação de bovinos para leite"
"17610444000141";"1";"CTCPN- CLUBE DE TIRO E CACA PORTO NACIONAL LTDA";"CTCPN";"0153901";"Criação de caprinos"
"17610444000141";"1";"CTCPN- CLUBE DE TIRO E CACA PORTO NACIONAL LTDA";"CTCPN";"0322101";"Criação de peixes em água doce"
"17610444000141";"1";"CTCPN- CLUBE DE TIRO E CACA PORTO NACIONAL LTDA";"CTCPN";"4724500";"Comércio varejista de hortifrutigranjeiros"
"17610444000141";"1";"CTCPN- CLUBE DE TIRO E CACA PORTO NACIONAL LTDA";"CTCPN";"8230002";"Casas de festas e eventos"
"17610444000141";"1";"CTCPN- CLUBE DE TIRO E CACA PORTO NACIONAL LTDA";"CTCPN";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"17630390000186";"1";"ASSOCIACAO TERESINENSE DE SKATE";"A T S";"8591100";"Ensino de esportes"
"17630390000186";"1";"ASSOCIACAO TERESINENSE DE SKATE";"A T S";"9311500";"Gestão de instalações de esportes"
"17630390000186";"1";"ASSOCIACAO TERESINENSE DE SKATE";"A T S";"9312300";"Clubes sociais esportivos e similares"
"17630390000186";"1";"ASSOCIACAO TERESINENSE DE SKATE";"A T S";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"17753237000146";"1";"SOCIAL FUTEBOL CLUBE";"";"6810202";"Aluguel de imóveis próprios"
"17753237000146";"1";"SOCIAL FUTEBOL CLUBE";"";"7729202";"Aluguel de móveis utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
"17753237000146";"1";"SOCIAL FUTEBOL CLUBE";"";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"17753237000146";"1";"SOCIAL FUTEBOL CLUBE";"";"9329801";"Discotecas danceterias salões de dança e similares"
"17791912000121";"1";"GRUPO SHOW DE BOLA ENTRETENIMENTO LTDA";"SHOW DE BOLA";"5611201";"Restaurantes e similares"
"17791912000121";"1";"GRUPO SHOW DE BOLA ENTRETENIMENTO LTDA";"SHOW DE BOLA";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"17862060000116";"1";"ALTAMIRO FLORENCIO SOCIETY";"SOCIETY GOD IS FAITHFUL";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"17862118000121";"1";"JARDIM ELBA ESPORTE CLUBE";"JARDIM ELBA ESPORTE CLUBE";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9001902";"Produção musical"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9001906";"Atividades de sonorização e de iluminação"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9319101";"Produção e promoção de eventos esportivos"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"17909791000170";"1";"CYBER MOTORS PIRAI RJ MOTO CLUBE";"CYBER MOTORS PIRAI RJ MC";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"17969082000180";"1";"AGNELO LOPES GUIMARAES NETO";"ALPHA 4 CLUBE DE TIRO";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"17969082000180";"1";"AGNELO LOPES GUIMARAES NETO";"ALPHA 4 CLUBE DE TIRO";"8020001";"Atividades de monitoramento de sistemas de segurança eletrônico"
"17969082000180";"1";"AGNELO LOPES GUIMARAES NETO";"ALPHA 4 CLUBE DE TIRO";"8111700";"Serviços combinados para apoio a edifícios exceto condomínios prediais"
"17969082000180";"1";"AGNELO LOPES GUIMARAES NETO";"ALPHA 4 CLUBE DE TIRO";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"17969082000180";"1";"AGNELO LOPES GUIMARAES NETO";"ALPHA 4 CLUBE DE TIRO";"8599699";"Outras atividades de ensino não especificadas anteriormente"
"18109739000100";"1";"CAMPO DO RUSSO SOCIETY LTDA";"";"4763602";"Comércio varejista de artigos esportivos"
"18109739000100";"1";"CAMPO DO RUSSO SOCIETY LTDA";"";"5611203";"Lanchonetes casas de chá de sucos e similares"
"18109739000100";"1";"CAMPO DO RUSSO SOCIETY LTDA";"";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"18109739000100";"1";"CAMPO DO RUSSO SOCIETY LTDA";"";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"18144661000156";"1";"ASDABBEM-ASSOCIACAO DESPORTIVA AMADOR DO BAIRRO BENEDITO BENTES";"";"9430800";"Atividades de associações de defesa de direitos sociais"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"4763602";"Comércio varejista de artigos esportivos"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"4772500";"Comércio varejista de cosméticos produtos de perfumaria e de higiene pessoal"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"5611203";"Lanchonetes casas de chá de sucos e similares"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"9313100";"Atividades de condicionamento físico"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"18182090000144";"1";"RIBEIRO E MATOS ACADEMIA DE GINASTICA, COMERCIO DE MATERIAL ESPORTIVO E GENEROS ALIMENTICIOS LTDA";"FITNESS CLUB";"9602502";"Atividades de estética e outros serviços de cuidados com a beleza"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"3240003";"Fabricação de mesas de bilhar de sinuca e acessórios associada à locação"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"5510801";"Hotéis"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"5611201";"Restaurantes e similares"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"5611203";"Lanchonetes casas de chá de sucos e similares"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"7990200";"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"18184268000196";"1";"BALNEARIO CAMPESTRE BAMBUY EIRELI";"CLUBE CAMPESTRE BAMBUY";"9312300";"Clubes sociais esportivos e similares"
"18205615000110";"1";"CIDADE PEDRA BALNEARIO DE AGUAS QUENTES LTDA";"AGUAS QUENTES CIDADE DE PEDRA";"5510801";"Hotéis"
"18245684000157";"1";"A.P.G.S - ASSOCIACAO PRAIA GRANDE DE SURF";"A.P.G.S-SURF";"9319101";"Produção e promoção de eventos esportivos"
"18250979000111";"1";"ASSOCIACAO ATLETICA DE PLANALTO";"ASSOCIACAO ATLETICA DE PLANALTO";"9001999";"Artes cênicas espetáculos e atividades complementares não especificados anteriormente"
"18324932000155";"1";"ASSOCIACAO DO NUCLEO DESPORTIVO E ADMINISTRATIVO DO ICASA";"";"9411100";"Atividades de organizações associativas patronais e empresariais"
"18324932000155";"1";"ASSOCIACAO DO NUCLEO DESPORTIVO E ADMINISTRATIVO DO ICASA";"";"9499500";"Atividades associativas não especificadas anteriormente"
"18357857000129";"1";"ASSOC. DE ESPORTE E LAZER DOS SUBTENENTES E SARG. DO EXERC. EM BRASILIA";"ASSEB";"9499500";"Atividades associativas não especificadas anteriormente"
"18451594000112";"1";"FUTEBOL CLUBE MARAU";"FUTEBOL CLUBE MARAU";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"4744001";"Comércio varejista de ferragens e ferramentas"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"4763604";"Comércio varejista de artigos de caça pesca e camping"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"4789009";"Comércio varejista de armas e munições"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"8219999";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"8541400";"Educação profissional de nível técnico"
"18464950000132";"1";"ONILDE CAVALCANTE DE ANDRADE";"DEFENSE CLUBE E ACADEMIA DE TIRO";"8591100";"Ensino de esportes"
"18599067000150";"1";"ASSOCIACAO ESPORTIVA DE ALTOS";"ALTOS FUTEBOL CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"18612378000101";"1";"CLUBE SOCIAL DE VICOSA";"CLUBE SOCIAL DE VIOSA";"8591100";"Ensino de esportes"
"18612378000101";"1";"CLUBE SOCIAL DE VICOSA";"CLUBE SOCIAL DE VIOSA";"8592999";"Ensino de arte e cultura não especificado anteriormente"
"18612378000101";"1";"CLUBE SOCIAL DE VICOSA";"CLUBE SOCIAL DE VIOSA";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"18704551000100";"1";"ESPORTE CLUBE UNIDOS DE CATAS ALTAS - ECUCA";"";"9499500";"Atividades associativas não especificadas anteriormente"
"18863298000129";"1";"F.REIS ESPORTE CENTER SAO PAULO LTDA.";"F.REIS ESPORTE CENTER SAO PAULO";"4642701";"Comércio atacadista de artigos do vestuário e acessórios exceto profissionais e de segurança"
"18863298000129";"1";"F.REIS ESPORTE CENTER SAO PAULO LTDA.";"F.REIS ESPORTE CENTER SAO PAULO";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"18863298000129";"1";"F.REIS ESPORTE CENTER SAO PAULO LTDA.";"F.REIS ESPORTE CENTER SAO PAULO";"4763602";"Comércio varejista de artigos esportivos"
"18863298000129";"1";"F.REIS ESPORTE CENTER SAO PAULO LTDA.";"F.REIS ESPORTE CENTER SAO PAULO";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"18863298000129";"1";"F.REIS ESPORTE CENTER SAO PAULO LTDA.";"F.REIS ESPORTE CENTER SAO PAULO";"8219999";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente"
"18863298000129";"1";"F.REIS ESPORTE CENTER SAO PAULO LTDA.";"F.REIS ESPORTE CENTER SAO PAULO";"9312300";"Clubes sociais esportivos e similares"
"18869123000129";"1";"CRAI - CLUBE RECREATIVO E ASSOCIATIVO INHAPIM";"CRAI - CLUBE RECREATIVO E ASSOCIATIVO INHAPIM";"8800600";"Serviços de assistência social sem alojamento"
"18869123000129";"1";"CRAI - CLUBE RECREATIVO E ASSOCIATIVO INHAPIM";"CRAI - CLUBE RECREATIVO E ASSOCIATIVO INHAPIM";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"18869123000129";"1";"CRAI - CLUBE RECREATIVO E ASSOCIATIVO INHAPIM";"CRAI - CLUBE RECREATIVO E ASSOCIATIVO INHAPIM";"9499500";"Atividades associativas não especificadas anteriormente"
"18895490000105";"1";"ACADEMIA DE GINASTICA CORPUS LTDA";"";"9313100";"Atividades de condicionamento físico"
"18948290000165";"1";"J. CESAR DA SILVA";"CLUB ACQUA VIP";"5611201";"Restaurantes e similares"
"18948290000165";"1";"J. CESAR DA SILVA";"CLUB ACQUA VIP";"5611203";"Lanchonetes casas de chá de sucos e similares"
"18948290000165";"1";"J. CESAR DA SILVA";"CLUB ACQUA VIP";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"18948290000165";"1";"J. CESAR DA SILVA";"CLUB ACQUA VIP";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"18995255000105";"1";"SOCIAL ESPORTIVO RIO DAS PEDRAS - SERP";"SERP";"9319101";"Produção e promoção de eventos esportivos"
"18995255000105";"1";"SOCIAL ESPORTIVO RIO DAS PEDRAS - SERP";"SERP";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"19064232000131";"1";"ASSOCIACAO CLUBE IGUATUENSE DE VOLEIBOL";"ACIV";"9319101";"Produção e promoção de eventos esportivos"
"19208931000108";"1";"HAROLDO CLEMENTINO DE OLIVEIRA";"";"5611201";"Restaurantes e similares"
"19208931000108";"1";"HAROLDO CLEMENTINO DE OLIVEIRA";"";"5611203";"Lanchonetes casas de chá de sucos e similares"
"19208931000108";"1";"HAROLDO CLEMENTINO DE OLIVEIRA";"";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"19208931000108";"1";"HAROLDO CLEMENTINO DE OLIVEIRA";"";"8230002";"Casas de festas e eventos"
"19241263000110";"1";"R1 SPORTS EIRELI";"R1 SPORTS EIRELI";"9312300";"Clubes sociais esportivos e similares"
"19241263000110";"1";"R1 SPORTS EIRELI";"R1 SPORTS EIRELI";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"19251001000137";"1";"ASSOCIACAO DESPORTIVA ARSENAL";"ARSENAL GREMIO PARQUE 10";"9319101";"Produção e promoção de eventos esportivos"
"19251001000137";"1";"ASSOCIACAO DESPORTIVA ARSENAL";"ARSENAL GREMIO PARQUE 10";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"19277466000167";"1";"CARANGOLA TENIS CLUBE";"";"9329801";"Discotecas danceterias salões de dança e similares"
"19348329000176";"1";"PORTO FERRAO ATLETICO CLUBE";"PORTO FERRAO ATLETICO CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"19348329000176";"1";"PORTO FERRAO ATLETICO CLUBE";"PORTO FERRAO ATLETICO CLUBE";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"19374980000110";"1";"INSTITUTO JUVENTUDE EM ACAO/PLANALTINA - DISTRITO FEDERAL";"JOVEMPLAN";"9311500";"Gestão de instalações de esportes"
"19374980000110";"1";"INSTITUTO JUVENTUDE EM ACAO/PLANALTINA - DISTRITO FEDERAL";"JOVEMPLAN";"9313100";"Atividades de condicionamento físico"
"19374980000110";"1";"INSTITUTO JUVENTUDE EM ACAO/PLANALTINA - DISTRITO FEDERAL";"JOVEMPLAN";"9319101";"Produção e promoção de eventos esportivos"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"4723700";"Comércio varejista de bebidas"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"5611201";"Restaurantes e similares"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"5611203";"Lanchonetes casas de chá de sucos e similares"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"5620102";"Serviços de alimentação para eventos e recepções - bufê"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"7312200";"Agenciamento de espaços para publicidade exceto em veículos de comunicação"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"7911200";"Agências de viagens"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"8230002";"Casas de festas e eventos"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"9001902";"Produção musical"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"9001906";"Atividades de sonorização e de iluminação"
"19377960000101";"1";"C 3 ENTRETERIMENTO LTDA";"SUDESTE TURISMO";"9001999";"Artes cênicas espetáculos e atividades complementares não especificados anteriormente"
"19606423000188";"1";"HOTEL FAZENDA SERRA DA MATA LTDA";"CLUBE DO DINO";"5510801";"Hotéis"
"19691777000178";"1";"PIQUETE TRADICIONALISTA TROPEIROS DA LIBERDADE";"";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"5911199";"Atividades de produção cinematográfica de vídeos e de programas de televisão não especificadas anteriormente"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9001901";"Produção teatral"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9001902";"Produção musical"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9001903";"Produção de espetáculos de dança"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9001999";"Artes cênicas espetáculos e atividades complementares não especificados anteriormente"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9312300";"Clubes sociais esportivos e similares"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9319101";"Produção e promoção de eventos esportivos"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9430800";"Atividades de associações de defesa de direitos sociais"
"19736635000180";"1";"EXPRESSO ASSOCIACAO DE REPRESENTACAO ARTISTICA, CULTURAL E ESPORTIVA";"EXPRESSO CULTURAL";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"4763602";"Comércio varejista de artigos esportivos"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"9311500";"Gestão de instalações de esportes"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"9312300";"Clubes sociais esportivos e similares"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"9313100";"Atividades de condicionamento físico"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"9319101";"Produção e promoção de eventos esportivos"
"19855239000171";"1";"P.M. ESPORTES LTDA";"P.M. ESPORTES";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"0311604";"Atividades de apoio à pesca em água salgada"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"4763602";"Comércio varejista de artigos esportivos"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"4789099";"Comércio varejista de outros produtos não especificados anteriormente"
"19865970000188";"1";"ASSOCIACAO COMUNITARIA E RECREATIVA DA ILHA DE GURIRI";"ACORDAGURIRI";"4929903";"Organização de excursões em veículos rodoviários próprios municipal"
